id,type,role,section,act,label,name,number
statute:S.110A(2),Statute,,110A(2),,S.110A(2),,
statute:S.110A(3) the Act,Statute,,110A(3),the Act,S.110A(3) the Act,,
"statute:S.110A the Motor Vehicles Act, 1939",Statute,,110A,"the Motor Vehicles Act, 1939","S.110A the Motor Vehicles Act, 1939",,
caseno:114/1969,CaseNumber,,,,,,114/1969
0001729355,Case,candidate,,,,,
0001730558,Case,candidate,,,,,
judge:Esher Lorimer,Judge,,,,,Esher Lorimer,
0001732003,Case,candidate,,,,,
0001732040,Case,candidate,,,,,
"statute:S.13(6) the West Bengal Premises Tenancy Act, 1956",Statute,,13(6),"the West Bengal Premises Tenancy Act, 1956","S.13(6) the West Bengal Premises Tenancy Act, 1956",,
statute:S.108 the Transfer of Property Act except in regard to any matter which is not provided for in the State Act,Statute,,108,the Transfer of Property Act except in regard to any matter which is not provided for in the State Act,S.108 the Transfer of Property Act except in regard to any matter which is not provided for in the State Act,,
caseno:676/1978,CaseNumber,,,,,,676/1978
0001732313,Case,candidate,,,,,
"statute:S.128 the Companies Act, 1956",Statute,,128,"the Companies Act, 1956","S.128 the Companies Act, 1956",,
"statute:S.125 the Companies Act, 1956",Statute,,125,"the Companies Act, 1956","S.125 the Companies Act, 1956",,
"statute:S.537 the Companies Act, 1956",Statute,,537,"the Companies Act, 1956","S.537 the Companies Act, 1956",,
"statute:S.232 the Companies Act, 1913",Statute,,232,"the Companies Act, 1913","S.232 the Companies Act, 1913",,
"statute:S.529(1) the Companies Act, 1956",Statute,,529(1),"the Companies Act, 1956","S.529(1) the Companies Act, 1956",,
statute:S.15D,Statute,,15D,,S.15D,,
statute:S.456 the Companies Act,Statute,,456,the Companies Act,S.456 the Companies Act,,
statute:S.46B the State Financial Corporations Act,Statute,,46B,the State Financial Corporations Act,S.46B the State Financial Corporations Act,,
"statute:S.527 the Compenion Act, 1956",Statute,,527,"the Compenion Act, 1956","S.527 the Compenion Act, 1956",,
0001732530,Case,candidate,,,,,
caseno:1485/1992,CaseNumber,,,,,,1485/1992
caseno:162/1991,CaseNumber,,,,,,162/1991
caseno:753/1989,CaseNumber,,,,,,753/1989
0001732858,Case,candidate,,,,,
0001732998,Case,candidate,,,,,
statute:S.164 Code of Criminal Procedure,Statute,,164,Code of Criminal Procedure,S.164 Code of Criminal Procedure,,
caseno:660/2008,CaseNumber,,,,,,660/2008
0001734332,Case,candidate,,,,,
statute:S.27 the Arms act,Statute,,27,the Arms act,S.27 the Arms act,,
caseno:116/2001,CaseNumber,,,,,,116/2001
0001734464,Case,candidate,,,,,
statute:S.732,Statute,,732,,S.732,,
caseno:1542/1974,CaseNumber,,,,,,1542/1974
caseno:5287/1973,CaseNumber,,,,,,5287/1973
caseno:1385/1974,CaseNumber,,,,,,1385/1974
caseno:540/1972,CaseNumber,,,,,,540/1972
caseno:1385/1973,CaseNumber,,,,,,1385/1973
caseno:442/1974,CaseNumber,,,,,,442/1974
0001734497,Case,candidate,,,,,
"statute:S.30 the Indian Veterinary Council Act, 1984",Statute,,30,"the Indian Veterinary Council Act, 1984","S.30 the Indian Veterinary Council Act, 1984",,
statute:S.30 the Central Act,Statute,,30,the Central Act,S.30 the Central Act,,
statute:S.67 the Central Act,Statute,,67,the Central Act,S.67 the Central Act,,
statute:S.6 the General Clauses Act would be attracted only when no different intention appears in the new Act,Statute,,6,the General Clauses Act would be attracted only when no different intention appears in the new Act,S.6 the General Clauses Act would be attracted only when no different intention appears in the new Act,,
"statute:S.17(1) the Interpretation Act, 1978",Statute,,17(1),"the Interpretation Act, 1978","S.17(1) the Interpretation Act, 1978",,
caseno:2537/2007,CaseNumber,,,,,,2537/2007
caseno:11880/2006,CaseNumber,,,,,,11880/2006
caseno:4619/1997,CaseNumber,,,,,,4619/1997
caseno:52/1984,CaseNumber,,,,,,52/1984
caseno:3377/1993,CaseNumber,,,,,,3377/1993
0001734503,Case,candidate,,,,,
caseno:403/1961,CaseNumber,,,,,,403/1961
caseno:404/1961,CaseNumber,,,,,,404/1961
0001734620,Case,candidate,,,,,
"statute:S.16 the Payment of Wages Act, 1936",Statute,,16,"the Payment of Wages Act, 1936","S.16 the Payment of Wages Act, 1936",,
caseno:243/1959,CaseNumber,,,,,,243/1959
caseno:874/1958,CaseNumber,,,,,,874/1958
caseno:18/1947,CaseNumber,,,,,,18/1947
0001735439,Case,candidate,,,,,
statute:S.266 the Act,Statute,,266,the Act,S.266 the Act,,
statute:S.266 (3),Statute,,266 (3),,S.266 (3),,
0001735608,Case,candidate,,,,,
caseno:1221/2004,CaseNumber,,,,,,1221/2004
0001736414,Case,candidate,,,,,
statute:S.23(3) the Incometax Act,Statute,,23(3),the Incometax Act,S.23(3) the Incometax Act,,
0001736499,Case,candidate,,,,,
statute:S.169U,Statute,,169U,,S.169U,,
statute:S.268U,Statute,,268U,,S.268U,,
caseno:3924/1988,CaseNumber,,,,,,3924/1988
caseno:886/1989,CaseNumber,,,,,,886/1989
caseno:24/1990,CaseNumber,,,,,,24/1990
caseno:34/1990,CaseNumber,,,,,,34/1990
0001736797,Case,candidate,,,,,
"statute:S.210 the Companies Act, 1948",Statute,,210,"the Companies Act, 1948","S.210 the Companies Act, 1948",,
caseno:1484/1994,CaseNumber,,,,,,1484/1994
caseno:6120/1993,CaseNumber,,,,,,6120/1993
caseno:3837/1993,CaseNumber,,,,,,3837/1993
0001736869,Case,candidate,,,,,
statute:S.931,Statute,,931,,S.931,,
statute:S.34(2) the Act,Statute,,34(2),the Act,S.34(2) the Act,,
caseno:931/1940,CaseNumber,,,,,,931/1940
caseno:968/1940,CaseNumber,,,,,,968/1940
0001737795,Case,candidate,,,,,
statute:S.30(3) the Act,Statute,,30(3),the Act,S.30(3) the Act,,
statute:S.14(1) the said Act,Statute,,14(1),the said Act,S.14(1) the said Act,,
statute:S.30(3) the aforesaid Industrial Finance Corporation Act,Statute,,30(3),the aforesaid Industrial Finance Corporation Act,S.30(3) the aforesaid Industrial Finance Corporation Act,,
caseno:1/1886,CaseNumber,,,,,,1/1886
caseno:209/1987,CaseNumber,,,,,,209/1987
0001738066,Case,candidate,,,,,
0001738247,Case,candidate,,,,,
0001739059,Case,candidate,,,,,
0001740954,Case,candidate,,,,,
statute:S.13 (2) the Punjab Urban Rent Restriction Act,Statute,,13 (2),the Punjab Urban Rent Restriction Act,S.13 (2) the Punjab Urban Rent Restriction Act,,
caseno:64/1953,CaseNumber,,,,,,64/1953
caseno:52/1951,CaseNumber,,,,,,52/1951
0001743038,Case,candidate,,,,,
0001743457,Case,candidate,,,,,
"statute:S.6 the Bihar Sales Tax Act, 1947",Statute,,6,"the Bihar Sales Tax Act, 1947","S.6 the Bihar Sales Tax Act, 1947",,
statute:S.6 the Bihar Sales Tax Act 1947,Statute,,6,the Bihar Sales Tax Act 1947,S.6 the Bihar Sales Tax Act 1947,,
statute:S.505 (2),Statute,,505 (2),,S.505 (2),,
caseno:352/1957,CaseNumber,,,,,,352/1957
0001743548,Case,candidate,,,,,
"statute:S.386 the Calcutta Municipal Act, 1923",Statute,,386,"the Calcutta Municipal Act, 1923","S.386 the Calcutta Municipal Act, 1923",,
statute:S.292 the Government of India Act,Statute,,292,the Government of India Act,S.292 the Government of India Act,,
statute:S.488 Bengal Act,Statute,,488,Bengal Act,S.488 Bengal Act,,
statute:S.386 the Act,Statute,,386,the Act,S.386 the Act,,
statute:S.682,Statute,,682,,S.682,,
statute:S.488 the Calcutta Municipal Act,Statute,,488,the Calcutta Municipal Act,S.488 the Calcutta Municipal Act,,
statute:S.537 the Calcutta Municipal Act,Statute,,537,the Calcutta Municipal Act,S.537 the Calcutta Municipal Act,,
statute:S.34693,Statute,,34693,,S.34693,,
statute:S.68293,Statute,,68293,,S.68293,,
statute:S.38o,Statute,,38o,,S.38o,,
caseno:282/1954,CaseNumber,,,,,,282/1954
caseno:111/1923,CaseNumber,,,,,,111/1923
0001743618,Case,candidate,,,,,
0001746229,Case,candidate,,,,,
statute:S.33 (4) the Act,Statute,,33 (4),the Act,S.33 (4) the Act,,
statute:S.66 the Act is advisory only and is confined to considering and answering the act,Statute,,66,the Act is advisory only and is confined to considering and answering the act,S.66 the Act is advisory only and is confined to considering and answering the act,,
0001746250,Case,candidate,,,,,
0001746557,Case,candidate,,,,,
caseno:48/1971,CaseNumber,,,,,,48/1971
caseno:610/1964,CaseNumber,,,,,,610/1964
0001746634,Case,candidate,,,,,
statute:S.66(1) the Indian Income tax Act,Statute,,66(1),the Indian Income tax Act,S.66(1) the Indian Income tax Act,,
caseno:126/1950,CaseNumber,,,,,,126/1950
caseno:147/1948,CaseNumber,,,,,,147/1948
0001747962,Case,candidate,,,,,
statute:S.15 (1) the Limitation Act,Statute,,15 (1),the Limitation Act,S.15 (1) the Limitation Act,,
statute:S.15 (1) the Limitation Act to the periods of limitation provided in the schedule to the Act,Statute,,15 (1),the Limitation Act to the periods of limitation provided in the schedule to the Act,S.15 (1) the Limitation Act to the periods of limitation provided in the schedule to the Act,,
statute:S.15 (1) the Limitation Act applies only to the periods prescribed in the schedule to that Act,Statute,,15 (1),the Limitation Act applies only to the periods prescribed in the schedule to that Act,S.15 (1) the Limitation Act applies only to the periods prescribed in the schedule to that Act,,
statute:S.78(2) the Provincial Insolvency Act,Statute,,78(2),the Provincial Insolvency Act,S.78(2) the Provincial Insolvency Act,,
statute:S.15 the Limitation Act need not be confined in its operation to periods of limitation prescribed by the Act,Statute,,15,the Limitation Act need not be confined in its operation to periods of limitation prescribed by the Act,S.15 the Limitation Act need not be confined in its operation to periods of limitation prescribed by the Act,,
statute:S.1 this Limitation Act,Statute,,1,this Limitation Act,S.1 this Limitation Act,,
statute:S.15 the present Limitation Act,Statute,,15,the present Limitation Act,S.15 the present Limitation Act,,
statute:S.15 that Limitation Act,Statute,,15,that Limitation Act,S.15 that Limitation Act,,
statute:S.29 the Limitation Act as it now stands after the amendment by Act,Statute,,29,the Limitation Act as it now stands after the amendment by Act,S.29 the Limitation Act as it now stands after the amendment by Act,,
statute:S.15 (1) the Indian Limitation Act,Statute,,15 (1),the Indian Limitation Act,S.15 (1) the Indian Limitation Act,,
0001747979,Case,candidate,,,,,
0001748256,Case,candidate,,,,,
statute:S.642(1),Statute,,642(1),,S.642(1),,
statute:S.10E(5),Statute,,10E(5),,S.10E(5),,
statute:S.10E(6),Statute,,10E(6),,S.10E(6),,
statute:S.10E(1),Statute,,10E(1),,S.10E(1),,
caseno:381/1966,CaseNumber,,,,,,381/1966
0001748714,Case,candidate,,,,,
"statute:S.243 the Merchant Shipping Act, 1854",Statute,,243,"the Merchant Shipping Act, 1854","S.243 the Merchant Shipping Act, 1854",,
0001748715,Case,candidate,,,,,
"statute:S.50 the Land Acquisition Act, 1894",Statute,,50,"the Land Acquisition Act, 1894","S.50 the Land Acquisition Act, 1894",,
statute:S.15810,Statute,,15810,,S.15810,,
statute:S.15085,Statute,,15085,,S.15085,,
statute:S.1971 (3),Statute,,1971 (3),,S.1971 (3),,
statute:S.32 this Act in the case of land acquired under any other housing or improvement scheme under this Act,Statute,,32,this Act in the case of land acquired under any other housing or improvement scheme under this Act,S.32 this Act in the case of land acquired under any other housing or improvement scheme under this Act,,
statute:S.49 this Act,Statute,,49,this Act,S.49 this Act,,
statute:S.54 the Krishi Upaj Act,Statute,,54,the Krishi Upaj Act,S.54 the Krishi Upaj Act,,
0001749018,Case,candidate,,,,,
0001749406,Case,candidate,,,,,
"statute:S.31(1) the Town and Country Planning Act, 1959",Statute,,31(1),"the Town and Country Planning Act, 1959","S.31(1) the Town and Country Planning Act, 1959",,
caseno:2035/1971,CaseNumber,,,,,,2035/1971
caseno:912/1970,CaseNumber,,,,,,912/1970
0001750047,Case,candidate,,,,,
0001750182,Case,candidate,,,,,
caseno:1282/1976,CaseNumber,,,,,,1282/1976
caseno:19/1973,CaseNumber,,,,,,19/1973
0001750353,Case,candidate,,,,,
statute:S.3272,Statute,,3272,,S.3272,,
caseno:305/1984,CaseNumber,,,,,,305/1984
caseno:3271/1984,CaseNumber,,,,,,3271/1984
caseno:302/1984,CaseNumber,,,,,,302/1984
caseno:303/1984,CaseNumber,,,,,,303/1984
caseno:304/1984,CaseNumber,,,,,,304/1984
0001750500,Case,candidate,,,,,
0001750663,Case,candidate,,,,,
statute:S.106 (1) the Act,Statute,,106 (1),the Act,S.106 (1) the Act,,
statute:S.629,Statute,,629,,S.629,,
statute:S.21 (1) the Act,Statute,,21 (1),the Act,S.21 (1) the Act,,
statute:S.169 the Marwar Land Revenue Act,Statute,,169,the Marwar Land Revenue Act,S.169 the Marwar Land Revenue Act,,
statute:S.169 that Act,Statute,,169,that Act,S.169 that Act,,
"statute:S.3(1) the Marwar Court of Wards Act, 1923",Statute,,3(1),"the Marwar Court of Wards Act, 1923","S.3(1) the Marwar Court of Wards Act, 1923",,
statute:S.4(15),Statute,,4(15),,S.4(15),,
statute:S.4 (7),Statute,,4 (7),,S.4 (7),,
statute:S.4(7),Statute,,4(7),,S.4(7),,
statute:S.3(1) the Bikaner State Land Revenue Act,Statute,,3(1),the Bikaner State Land Revenue Act,S.3(1) the Bikaner State Land Revenue Act,,
statute:S.3(1) the Bikaner Act,Statute,,3(1),the Bikaner Act,S.3(1) the Bikaner Act,,
statute:S.762,Statute,,762,,S.762,,
statute:S.4 the Act enacts that all jagir lands become liable to pay assessment from the commencement of the Act,Statute,,4,the Act enacts that all jagir lands become liable to pay assessment from the commencement of the Act,S.4 the Act enacts that all jagir lands become liable to pay assessment from the commencement of the Act,,
caseno:634/1954,CaseNumber,,,,,,634/1954
caseno:391/1954,CaseNumber,,,,,,391/1954
caseno:424/1954,CaseNumber,,,,,,424/1954
caseno:62/1955,CaseNumber,,,,,,62/1955
caseno:392/1954,CaseNumber,,,,,,392/1954
caseno:473/1954,CaseNumber,,,,,,473/1954
caseno:472/1954,CaseNumber,,,,,,472/1954
caseno:417/1954,CaseNumber,,,,,,417/1954
caseno:536/1954,CaseNumber,,,,,,536/1954
caseno:672/1954,CaseNumber,,,,,,672/1954
caseno:483/1954,CaseNumber,,,,,,483/1954
caseno:528/1954,CaseNumber,,,,,,528/1954
caseno:527/1954,CaseNumber,,,,,,527/1954
caseno:61/1955,CaseNumber,,,,,,61/1955
caseno:675/1954,CaseNumber,,,,,,675/1954
caseno:371/1954,CaseNumber,,,,,,371/1954
caseno:375/1954,CaseNumber,,,,,,375/1954
caseno:379/1954,CaseNumber,,,,,,379/1954
caseno:416/1954,CaseNumber,,,,,,416/1954
caseno:455/1954,CaseNumber,,,,,,455/1954
caseno:461/1954,CaseNumber,,,,,,461/1954
caseno:27/1948,CaseNumber,,,,,,27/1948
caseno:427/1954,CaseNumber,,,,,,427/1954
caseno:468/1954,CaseNumber,,,,,,468/1954
caseno:488/1954,CaseNumber,,,,,,488/1954
0001750911,Case,candidate,,,,,
statute:S.69(1),Statute,,69(1),,S.69(1),,
0001752601,Case,candidate,,,,,
"statute:S.10(2) Bihar Land Reforms Act, 1950",Statute,,10(2),"Bihar Land Reforms Act, 1950","S.10(2) Bihar Land Reforms Act, 1950",,
"statute:S.10(1) the Bihar Land Reforms Act, 1950",Statute,,10(1),"the Bihar Land Reforms Act, 1950","S.10(1) the Bihar Land Reforms Act, 1950",,
statute:S.10(2) the Reforms Act,Statute,,10(2),the Reforms Act,S.10(2) the Reforms Act,,
statute:S.15 ( 1 ),Statute,,15 ( 1 ),,S.15 ( 1 ),,
statute:S.10(2) the Land Reforms Act,Statute,,10(2),the Land Reforms Act,S.10(2) the Land Reforms Act,,
statute:S.10 the Reforms Act,Statute,,10,the Reforms Act,S.10 the Reforms Act,,
statute:S.687,Statute,,687,,S.687,,
statute:S.10(1) the Land Reforms Act,Statute,,10(1),the Land Reforms Act,S.10(1) the Land Reforms Act,,
"statute:S.10 Bihar Land Reforms Act, 1950",Statute,,10,"Bihar Land Reforms Act, 1950","S.10 Bihar Land Reforms Act, 1950",,
statute:S.10 (2) the Bihar Land Reforms Act,Statute,,10 (2),the Bihar Land Reforms Act,S.10 (2) the Bihar Land Reforms Act,,
statute:S.10 Bihar Act,Statute,,10,Bihar Act,S.10 Bihar Act,,
"statute:S.10 the Bihar Land Reforms Act, 1950",Statute,,10,"the Bihar Land Reforms Act, 1950","S.10 the Bihar Land Reforms Act, 1950",,
statute:S.10 the Bihar Land Reforms Act,Statute,,10,the Bihar Land Reforms Act,S.10 the Bihar Land Reforms Act,,
statute:S.10 the Reform Act,Statute,,10,the Reform Act,S.10 the Reform Act,,
statute:S.10 the Land Reforms Act,Statute,,10,the Land Reforms Act,S.10 the Land Reforms Act,,
caseno:686/1967,CaseNumber,,,,,,686/1967
caseno:687/1967,CaseNumber,,,,,,687/1967
caseno:688/1967,CaseNumber,,,,,,688/1967
caseno:685/1967,CaseNumber,,,,,,685/1967
0001753351,Case,candidate,,,,,
0001753520,Case,candidate,,,,,
0001753677,Case,candidate,,,,,
statute:S.15A(2),Statute,,15A(2),,S.15A(2),,
caseno:2820/1984,CaseNumber,,,,,,2820/1984
0001754826,Case,candidate,,,,,
statute:S.106A,Statute,,106A,,S.106A,,
statute:S.100(2) the Act and noticing the stringent provisions for punishment for breach of some of the provisions for punishment for breach of some of the provisions of the Act,Statute,,100(2),the Act and noticing the stringent provisions for punishment for breach of some of the provisions for punishment for breach of some of the provisions of the Act,S.100(2) the Act and noticing the stringent provisions for punishment for breach of some of the provisions for punishment for breach of some of the provisions of the Act,,
statute:S.291 the Companies Act,Statute,,291,the Companies Act,S.291 the Companies Act,,
statute:S.71 the Factories Act,Statute,,71,the Factories Act,S.71 the Factories Act,,
statute:S.92 the Act for contravention of any of the provisions of the Act,Statute,,92,the Act for contravention of any of the provisions of the Act,S.92 the Act for contravention of any of the provisions of the Act,,
caseno:4141/1979,CaseNumber,,,,,,4141/1979
0001754916,Case,candidate,,,,,
0001757961,Case,candidate,,,,,
0001758160,Case,candidate,,,,,
statute:S.73 (1) the Act,Statute,,73 (1),the Act,S.73 (1) the Act,,
statute:S.154 (1),Statute,,154 (1),,S.154 (1),,
statute:S.59 the Bombay District Municipalities Act,Statute,,59,the Bombay District Municipalities Act,S.59 the Bombay District Municipalities Act,,
statute:S.3(20) the Act,Statute,,3(20),the Act,S.3(20) the Act,,
statute:S.73 (1 ),Statute,,73 (1 ),,S.73 (1 ),,
statute:S.81 that Act,Statute,,81,that Act,S.81 that Act,,
"statute:S.81 (3) the Madras District Municipalities Act, 1920",Statute,,81 (3),"the Madras District Municipalities Act, 1920","S.81 (3) the Madras District Municipalities Act, 1920",,
statute:S.73 the Bombay Act,Statute,,73,the Bombay Act,S.73 the Bombay Act,,
statute:S.75 the Bombay Act,Statute,,75,the Bombay Act,S.75 the Bombay Act,,
statute:S.85 the Bombay Act,Statute,,85,the Bombay Act,S.85 the Bombay Act,,
caseno:253/1956,CaseNumber,,,,,,253/1956
caseno:223/1950,CaseNumber,,,,,,223/1950
caseno:1/1900,CaseNumber,,,,,,1/1900
0001758272,Case,candidate,,,,,
"statute:S.16(2) the Essential Commodities Act, 1955",Statute,,16(2),"the Essential Commodities Act, 1955","S.16(2) the Essential Commodities Act, 1955",,
"statute:S.3(1) the Essential Supplies Act, 1955",Statute,,3(1),"the Essential Supplies Act, 1955","S.3(1) the Essential Supplies Act, 1955",,
caseno:94/1972,CaseNumber,,,,,,94/1972
0001758785,Case,candidate,,,,,
caseno:155/1960,CaseNumber,,,,,,155/1960
0001759197,Case,candidate,,,,,
statute:S.11976l,Statute,,11976l,,S.11976l,,
statute:S.11971,Statute,,11971,,S.11971,,
caseno:6656/1979,CaseNumber,,,,,,6656/1979
caseno:4371/1977,CaseNumber,,,,,,4371/1977
0001759402,Case,candidate,,,,,
statute:S.6230,Statute,,6230,,S.6230,,
statute:S.4 the Act were not agents to act,Statute,,4,the Act were not agents to act,S.4 the Act were not agents to act,,
statute:S.1(3) the Act declares that the Act,Statute,,1(3),the Act declares that the Act,S.1(3) the Act declares that the Act,,
caseno:6230/1983,CaseNumber,,,,,,6230/1983
caseno:6231/1983,CaseNumber,,,,,,6231/1983
0001761133,Case,candidate,,,,,
caseno:193/1974,CaseNumber,,,,,,193/1974
0001762396,Case,candidate,,,,,
0001763592,Case,candidate,,,,,
statute:S.1199,Statute,,1199,,S.1199,,
caseno:626/1961,CaseNumber,,,,,,626/1961
caseno:922/1956,CaseNumber,,,,,,922/1956
0001763701,Case,candidate,,,,,
statute:S.8718,Statute,,8718,,S.8718,,
statute:S.34 the ULC Act,Statute,,34,the ULC Act,S.34 the ULC Act,,
statute:S.8 the ALC Act,Statute,,8,the ALC Act,S.8 the ALC Act,,
statute:S.21 the ALC Act,Statute,,21,the ALC Act,S.21 the ALC Act,,
"statute:S.20 the Gujarat Town Planning and Urban Development Act, 1976",Statute,,20,"the Gujarat Town Planning and Urban Development Act, 1976","S.20 the Gujarat Town Planning and Urban Development Act, 1976",,
statute:S.3 the ULC Repeal Act,Statute,,3,the ULC Repeal Act,S.3 the ULC Repeal Act,,
statute:S.21(1) the ULC Act,Statute,,21(1),the ULC Act,S.21(1) the ULC Act,,
caseno:1032/1996,CaseNumber,,,,,,1032/1996
caseno:941/1980,CaseNumber,,,,,,941/1980
caseno:5059/1981,CaseNumber,,,,,,5059/1981
caseno:1723/1983,CaseNumber,,,,,,1723/1983
caseno:10108/1994,CaseNumber,,,,,,10108/1994
caseno:142/2002,CaseNumber,,,,,,142/2002
caseno:5556/2001,CaseNumber,,,,,,5556/2001
caseno:33/2003,CaseNumber,,,,,,33/2003
caseno:2340/2003,CaseNumber,,,,,,2340/2003
caseno:2341/2003,CaseNumber,,,,,,2341/2003
caseno:1562/2002,CaseNumber,,,,,,1562/2002
caseno:5536/2001,CaseNumber,,,,,,5536/2001
0001765052,Case,candidate,,,,,
statute:S.24 the Bengal Civil Courts Act,Statute,,24,the Bengal Civil Courts Act,S.24 the Bengal Civil Courts Act,,
statute:S.112 the Indian Evidence Act,Statute,,112,the Indian Evidence Act,S.112 the Indian Evidence Act,,
0001765293,Case,candidate,,,,,
0001765956,Case,candidate,,,,,
statute:S.300 (1),Statute,,300 (1),,S.300 (1),,
caseno:263/1958,CaseNumber,,,,,,263/1958
0001766147,Case,candidate,,,,,
"statute:S.6 the Subversive Activities Control Act, 1950",Statute,,6,"the Subversive Activities Control Act, 1950","S.6 the Subversive Activities Control Act, 1950",,
statute:S.34A the Banking Companies Act,Statute,,34A,the Banking Companies Act,S.34A the Banking Companies Act,,
statute:S.34A,Statute,,34A,,S.34A,,
"statute:S.10(5) the Passports Act, 1967",Statute,,10(5),"the Passports Act, 1967","S.10(5) the Passports Act, 1967",,
statute:S.10(3) the Act,Statute,,10(3),the Act,S.10(3) the Act,,
judge:Lord Russet,Judge,,,,,Lord Russet,
caseno:231/1977,CaseNumber,,,,,,231/1977
caseno:6210/1977,CaseNumber,,,,,,6210/1977
0001766429,Case,candidate,,,,,
0001766807,Case,candidate,,,,,
0001769355,Case,candidate,,,,,
statute:S.4 the Indian partnership Act,Statute,,4,the Indian partnership Act,S.4 the Indian partnership Act,,
0001770494,Case,candidate,,,,,
caseno:480/1979,CaseNumber,,,,,,480/1979
caseno:239/1974,CaseNumber,,,,,,239/1974
0001770644,Case,candidate,,,,,
statute:S.41 the Presidency Small Causes Court Act,Statute,,41,the Presidency Small Causes Court Act,S.41 the Presidency Small Causes Court Act,,
caseno:2457/1965,CaseNumber,,,,,,2457/1965
0001771401,Case,candidate,,,,,
0001771492,Case,candidate,,,,,
0001773971,Case,candidate,,,,,
caseno:468/1987,CaseNumber,,,,,,468/1987
caseno:374/1980,CaseNumber,,,,,,374/1980
0001774831,Case,candidate,,,,,
0001775396,Case,candidate,,,,,
statute:S.1172,Statute,,1172,,S.1172,,
statute:S.33 the Gujarat Secondary Education Act,Statute,,33,the Gujarat Secondary Education Act,S.33 the Gujarat Secondary Education Act,,
statute:S.12A (3),Statute,,12A (3),,S.12A (3),,
statute:S.7 Andhra Pradesh Act,Statute,,7,Andhra Pradesh Act,S.7 Andhra Pradesh Act,,
statute:S.4 Maharashtra Act,Statute,,4,Maharashtra Act,S.4 Maharashtra Act,,
statute:S.5 Karnataka Act,Statute,,5,Karnataka Act,S.5 Karnataka Act,,
statute:S.4 Tamil Nadu Act,Statute,,4,Tamil Nadu Act,S.4 Tamil Nadu Act,,
statute:S.13913,Statute,,13913,,S.13913,,
"statute:S.45 the Partnership Act, 1890",Statute,,45,"the Partnership Act, 1890","S.45 the Partnership Act, 1890",,
"statute:S.31 the Supreme Court Act, 1981",Statute,,31,"the Supreme Court Act, 1981","S.31 the Supreme Court Act, 1981",,
caseno:607/1992,CaseNumber,,,,,,607/1992
caseno:15039/1992,CaseNumber,,,,,,15039/1992
caseno:8248/1992,CaseNumber,,,,,,8248/1992
caseno:3573/1992,CaseNumber,,,,,,3573/1992
caseno:3572/1992,CaseNumber,,,,,,3572/1992
caseno:10/1992,CaseNumber,,,,,,10/1992
caseno:13/1992,CaseNumber,,,,,,13/1992
caseno:855/1992,CaseNumber,,,,,,855/1992
0001775700,Case,candidate,,,,,
0001775994,Case,candidate,,,,,
statute:S.3145,Statute,,3145,,S.3145,,
statute:S.2 the Act there is no nexus between the provisions of the Act,Statute,,2,the Act there is no nexus between the provisions of the Act,S.2 the Act there is no nexus between the provisions of the Act,,
statute:S.4 the Act and every person owning or holding land as landowner or mortgages with possession or tenant or partly in one capacity and partly in another in excess of the permissible area provided under the Act,Statute,,4,the Act and every person owning or holding land as landowner or mortgages with possession or tenant or partly in one capacity and partly in another in excess of the permissible area provided under the Act,S.4 the Act and every person owning or holding land as landowner or mortgages with possession or tenant or partly in one capacity and partly in another in excess of the permissible area provided under the Act,,
statute:S.3(10) the Act,Statute,,3(10),the Act,S.3(10) the Act,,
statute:S.4(4) the Act,Statute,,4(4),the Act,S.4(4) the Act,,
statute:S.2(22) the said Act,Statute,,2(22),the said Act,S.2(22) the said Act,,
statute:S.82 that Act,Statute,,82,that Act,S.82 that Act,,
statute:S.85(1) the Kerala Land Reforms Act,Statute,,85(1),the Kerala Land Reforms Act,S.85(1) the Kerala Land Reforms Act,,
statute:S.85 the said Act,Statute,,85,the said Act,S.85 the said Act,,
statute:S.4(5) the Act,Statute,,4(5),the Act,S.4(5) the Act,,
0001776469,Case,candidate,,,,,
statute:S.2 the Contempt of Courts Act,Statute,,2,the Contempt of Courts Act,S.2 the Contempt of Courts Act,,
0001776507,Case,candidate,,,,,
statute:S.100F,Statute,,100F,,S.100F,,
court:Gauhati High Court,Court,,,,,Gauhati High Court,
0001777125,Case,candidate,,,,,
0001777776,Case,candidate,,,,,
0001777887,Case,candidate,,,,,
statute:S.14905,Statute,,14905,,S.14905,,
"statute:S.32 the Arbitration Act, 1940",Statute,,32,"the Arbitration Act, 1940","S.32 the Arbitration Act, 1940",,
caseno:614/1998,CaseNumber,,,,,,614/1998
caseno:18711/1997,CaseNumber,,,,,,18711/1997
caseno:58/1996,CaseNumber,,,,,,58/1996
caseno:1394/1996,CaseNumber,,,,,,1394/1996
caseno:30/1997,CaseNumber,,,,,,30/1997
caseno:14905/1997,CaseNumber,,,,,,14905/1997
caseno:13/1997,CaseNumber,,,,,,13/1997
0001778243,Case,candidate,,,,,
"statute:S.21 the Indian Arbitration Act, 1940",Statute,,21,"the Indian Arbitration Act, 1940","S.21 the Indian Arbitration Act, 1940",,
caseno:112/1955,CaseNumber,,,,,,112/1955
caseno:115/1948,CaseNumber,,,,,,115/1948
caseno:2374/1946,CaseNumber,,,,,,2374/1946
caseno:116/1955,CaseNumber,,,,,,116/1955
0001778510,Case,candidate,,,,,
statute:S.20 the Madras Act,Statute,,20,the Madras Act,S.20 the Madras Act,,
statute:S.58 the Madras Act,Statute,,58,the Madras Act,S.58 the Madras Act,,
